ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000320322
  Energy(MeV/n)              u              v              w              x              y              z
   9.095808e+02  -2.353645e-01   3.235288e-01  -9.164784e-01   6.289647e+01  -2.447675e+01   8.432001e+01
   5.286656e+02   6.286462e-01   5.847492e-01   5.127109e-01  -2.579029e+01  -1.005842e+02  -4.870292e+01
   2.369003e+02  -1.744755e-02  -3.295281e-01  -9.439845e-01  -2.905199e+01  -4.287561e+01   1.214380e+02
   2.166997e+01  -2.329370e-01   7.921172e-01  -5.641725e-01  -2.826685e+01  -1.142452e+02   2.851749e+01
   4.726590e+00  -6.921017e-01  -5.089175e-01  -5.118576e-01   1.027528e+02   2.755754e+01   2.903167e+01
   2.598378e+02  -2.221689e-01   3.763206e-01  -8.994575e-01   2.375689e-01  -8.150829e+01   7.701750e+01
   1.029555e+02  -6.185313e-01  -7.605724e-01   1.973543e-01   3.027417e+01   1.160440e+02   3.539530e+01
   2.314325e+02  -1.333018e-01   1.230745e-01  -9.834039e-01  -6.738228e+01   2.816084e+01   1.143458e+02
   1.017965e+03   2.725095e-01   2.749481e-01  -9.220315e-01  -1.387565e+01  -3.661942e+01   9.343533e+01
   1.134243e+03  -8.243587e-02  -5.268826e-01  -8.459309e-01   8.895636e+01   4.975607e+01   7.855393e+01
   7.178207e+01   6.696042e-01  -6.126291e-01   4.198997e-01  -7.943124e+01   9.968849e+01   3.395945e+01
   1.221221e+03  -8.787309e-02  -1.028763e-02  -9.960786e-01  -1.049229e+01  -2.788053e+01   1.016073e+02
   1.219182e+03   6.373332e-02  -1.578718e-01  -9.854007e-01  -4.304587e-01   9.441551e+01   8.632734e+01
   3.708321e+02  -3.975298e-01  -6.348748e-01  -6.624984e-01   1.235404e+02   1.209627e+01   6.522192e+01
   3.133330e+02   1.554718e-01   6.981853e-01  -6.988317e-01  -1.034625e+01  -5.732234e+01   8.352488e+01
   1.283601e+02  -4.671656e-01  -7.535789e-01  -4.624663e-01  -1.879501e+01   6.976024e+01   1.215452e+02
   3.595561e+01  -8.668751e-01  -3.265703e-01  -3.766688e-01   9.994409e+01   3.571761e+01   4.504346e+00
   2.550005e+02  -2.435428e-02   2.247240e-01  -9.741181e-01   6.539276e+01   4.651954e+00   1.020952e+02
   7.228536e+01  -6.032909e-01  -5.956020e-02  -7.952941e-01   1.069807e+02   1.524116e+01   4.344527e+01
   8.417352e+01  -8.550657e-01  -4.489585e-01  -2.594205e-01   5.512841e+01   9.440846e+01   4.038274e+01
   6.934745e+02   1.532357e-01   4.974488e-01  -8.538521e-01  -4.147722e+01  -3.658914e+01   8.835603e+01
   2.439942e+02  -2.797268e-02   2.509485e-01  -9.675962e-01   5.725562e+01  -5.999847e+01   8.613291e+01
   5.095534e+01   8.393999e-01  -1.220066e-01  -5.296435e-01  -9.341635e+01   5.990097e+01   2.695778e+01
   3.360310e+02  -4.807960e-01  -1.797178e-01  -8.582172e-01   9.035351e+01   2.732863e+01   6.017935e+01
   2.401815e+02   6.923092e-01  -4.869890e-01  -5.324939e-01  -3.087917e+01   1.326209e+01   1.355200e+02
   7.704747e+02   5.893790e-01   3.237026e-01  -7.401683e-01  -6.976360e+01  -3.888725e+01   6.254645e+01
   7.341319e+01   4.626169e-02   4.490494e-01  -8.923085e-01  -5.666423e+01   7.777899e+00   1.130453e+02
   1.285839e+03   3.604114e-02  -3.887131e-02  -9.985940e-01  -7.455788e+00  -4.732769e+01   1.017140e+02
   3.142398e+01  -2.232878e-01   6.232802e-01  -7.494427e-01  -2.856071e+01  -5.161164e+00   1.376495e+02
   4.267626e+02   6.259871e-02   2.357131e-01  -9.698045e-01  -9.603058e+01  -3.252640e+01   8.900940e+01
   5.943957e+01  -8.213877e-01   4.181564e-01   3.879014e-01   8.235465e+01  -3.679931e+01  -4.374059e+01
   1.936701e+02  -6.895080e-01   5.205673e-01  -5.035757e-01   1.022951e+02  -7.302692e+01  -1.697608e+01
   2.011669e+02  -4.785477e-02   4.063349e-01  -9.124702e-01  -2.868281e+01  -3.153022e+01   9.705608e+01
   1.124038e+02  -8.083984e-01  -4.275870e-01  -4.045509e-01   8.007636e+01   2.369715e+01   6.212767e+01
   3.877895e+02  -4.356595e-02  -6.858303e-02  -9.966937e-01  -2.080142e+01  -8.074527e+01   1.067971e+02
   3.447459e+02   1.850486e-02   5.934438e-01  -8.046627e-01  -4.412067e+01  -2.041015e+01   1.082084e+02
   1.697253e+03   2.251396e-01  -3.358817e-01  -9.146013e-01  -2.792244e+01  -2.393920e+01   1.112553e+02
   1.050747e+03  -4.546276e-02   1.148458e-01  -9.923425e-01   4.062446e+01   6.519948e+01   1.064562e+02
   8.798294e+02   4.787031e-01  -8.583737e-01  -1.844937e-01  -2.375711e+01   1.014302e+02   8.468333e+00
   5.588783e+02   3.905544e-02   3.647426e-02  -9.985711e-01  -6.855736e+01  -3.248865e-01   9.744986e+01
   1.348415e+02   6.848225e-01  -3.467403e-01  -6.409285e-01  -1.999949e+00   7.379955e+01   1.139614e+02
   5.917943e+01   6.808977e-01   6.255707e-01  -3.808407e-01  -1.276479e+02  -1.706138e-01   3.407747e+01
   3.853240e+01   8.049199e-01  -5.930790e-01  -1.900800e-02  -4.317596e+01   1.110599e+02  -3.264368e+01
   5.608825e+02   2.997659e-01   1.887779e-01  -9.351488e-01  -2.786998e+01   6.439555e+01   1.110005e+02
   3.765017e+01   5.871657e-01  -5.161653e-02  -8.078194e-01  -7.617457e+01   7.137551e+01   6.386173e+01
   1.434338e+02   6.309218e-01  -3.857079e-01  -6.731768e-01  -1.184194e+02   2.928175e+01   2.078568e+01
   5.500741e+01   7.400053e-01   2.761110e-01  -6.133147e-01  -1.071844e+02  -6.161538e+01   5.984389e+00
   3.941672e+02   8.336318e-03   2.127232e-01  -9.770769e-01  -5.793601e+01  -2.001251e+01   9.749478e+01
   3.090714e+02  -5.416985e-01   5.030777e-01  -6.734059e-01   1.258769e+02  -6.330877e+01  -5.427566e-02
   6.846213e+02   3.609682e-01  -2.683324e-01  -8.931403e-01  -7.492317e+01   6.038650e+01   6.354148e+01
   2.304381e+02   5.384676e-01  -3.673150e-01  -7.583748e-01  -8.368465e+01   4.909815e+01   4.866201e+01
   4.750232e+01  -5.266901e-01  -7.324625e-01  -4.313887e-01   6.826514e+01   1.101919e+02  -3.863332e+01
   1.928020e+02   3.834280e-01   8.718971e-01  -3.045956e-01  -3.050711e+01  -8.325591e+01   5.158360e+01
   1.787990e+02   6.455190e-02   4.870259e-01  -8.709987e-01   4.395819e+01   1.169753e+01   1.246094e+02
   8.131865e+01  -7.633112e-01   4.349869e-01  -4.776426e-01   4.023664e+01  -2.884525e+01   1.187909e+02
   1.325394e+03   4.132226e-01  -5.544356e-01  -7.223907e-01  -1.098906e+02   5.320600e+00   7.148595e+01
   1.006932e+02  -6.238095e-01   5.554913e-01  -5.498102e-01   1.166105e+02  -5.669793e+01  -7.708013e+00
   9.872084e+01  -3.051503e-01  -2.059675e-01  -9.297638e-01   8.697491e+01   1.593246e+01   7.547940e+01
   3.220826e+01   2.509734e-01  -1.314367e-01  -9.590291e-01  -7.074347e+01   3.003868e+00   8.534721e+01
   1.768357e+02  -4.273933e-01  -2.383605e-01  -8.720775e-01   3.719545e+01   7.930398e+01   7.476397e+01
   9.035966e+01   4.862936e-01   7.803476e-01  -3.931618e-01  -3.857244e+01  -1.033197e+02   1.569861e+00
   2.776880e+02   3.107171e-01   3.816107e-01  -8.705333e-01  -6.640827e+01  -2.056140e+01   8.215581e+01
   2.951366e+02  -7.386659e-01  -3.768063e-01  -5.589183e-01   5.019453e+01   3.262086e+01   9.058795e+01
   1.448590e+02   5.984284e-01   2.530494e-01  -7.601641e-01  -1.135969e+02   1.922039e+01   4.852124e+01
   7.655378e+02   2.857238e-01  -1.286342e-01  -9.496395e-01  -1.094979e+02  -3.117450e+01   7.658059e+01
   1.152002e+02   2.873823e-01   3.331878e-01  -8.979963e-01   6.131579e+01  -4.422235e+01   1.145737e+02
   4.476228e+01  -4.794382e-01  -7.865394e-01  -3.892234e-01  -3.084332e+01   1.066847e+02   7.932660e+01
   6.452807e+02  -8.012280e-01   3.625928e-01  -4.759834e-01   1.281498e+02   4.664721e+01   2.991013e+01
   2.662466e+01   1.833436e-02   3.714288e-01  -9.282804e-01   5.448967e+01  -4.391502e+01   9.123076e+01
   3.264349e+02   1.061297e-01   6.082809e-01  -7.865945e-01  -5.589512e+01   1.017011e+01   1.274534e+02
   1.099929e+03  -4.569518e-01   3.431048e-03  -8.894848e-01   7.536532e+01   2.938198e+01   7.382081e+01
   5.661262e+01   7.144102e-01   1.600356e-01  -6.811803e-01  -6.663343e+01   6.340528e+01   9.181636e+01
   3.935789e+01   3.895858e-01  -7.763980e-01  -4.954080e-01  -8.697482e+01   3.281922e+01   8.202344e+01
   2.202615e+02   4.074722e-01  -3.742611e-01  -8.330036e-01  -4.397243e+01  -1.755733e-01   9.861682e+01
   7.580499e+01  -2.597946e-01   8.090305e-01  -5.272348e-01   6.874687e+01  -9.219126e+01   1.432834e+01
   1.421662e+02   4.491438e-01  -2.550102e-01  -8.562941e-01  -1.524686e+01  -1.093548e+01   1.120417e+02
   3.420460e+02  -7.623813e-04   2.790671e-01  -9.602713e-01   4.890040e+00  -9.103936e+00   1.014876e+02
   1.418926e+02  -5.246574e-02  -3.440823e-01   9.374725e-01  -5.147104e+01  -1.307529e+01  -1.143494e+02
   2.443820e+02  -5.914564e-01  -2.450783e-01  -7.681901e-01   7.895549e+01   8.424508e+01   4.250853e+01
   1.799614e+02   2.758669e-01   3.467645e-02  -9.605701e-01  -4.667801e+01   3.733483e+01   9.204713e+01
   3.187024e+02   8.569372e-02   5.820333e-01  -8.086370e-01  -9.217359e+01  -6.409974e+01   6.775984e+01
